answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
727135,1364611,666175, 105 ,1406,1411,,Quel est l'indice de connaissance des rejets au milieu naturel ? ,data(15).txt,"2 – Points de curage fréquent du réseau  
  4,361  pour 100 km de réseaux  
P253.2 – Taux de renouvellement des réseaux de 
collecte des eaux usées  
 0,40 % 
P254.3 – Conformité des performances des 
équipements d’épuration  
 94,3 % 
P255.3 – Indice de connaissance des rejets au milieu 
naturel  
 105 
P256.2 - Durée d’extinction de la dette de la collectivité  
(diffère du calcul comptable présenté précédemment. 
L’indicateur P25 6.2 = Encours total de la dette / 
Epargne brute annuelle)   
 
 0,84 années  
P257.0 – Taux d'impayés sur les factures d'eau de 
l'année précédente  
 2,11% pour les s"
727136,1364611,666176,"2,11",1695,1699,,Quel est le taux d'impayés sur les factures d'eau de l'année précédente ?,data(15).txt,"
naturel  
 105 
P256.2 - Durée d’extinction de la dette de la collectivité  
(diffère du calcul comptable présenté précédemment. 
L’indicateur P25 6.2 = Encours total de la dette / 
Epargne brute annuelle)   
 
 0,84 années  
P257.0 – Taux d'impayés sur les factures d'eau de 
l'année précédente  
 2,11% pour les services exploités par 
la RESE  
P258.1 – Taux de réclamations  
  0,20 pour 1000 abonnés  
  "
727138,1364611,666178,"0,20 ",1778,1783,,Quel est le taux de réclamation ? ,data(15).txt,"ère du calcul comptable présenté précédemment. 
L’indicateur P25 6.2 = Encours total de la dette / 
Epargne brute annuelle)   
 
 0,84 années  
P257.0 – Taux d'impayés sur les factures d'eau de 
l'année précédente  
 2,11% pour les services exploités par 
la RESE  
P258.1 – Taux de réclamations  
  0,20 pour 1000 abonnés  
  "
727137,1364611,666177," 2,11",1694,1699,,Quelle est la valeur de P257.0?,data(15).txt," 
naturel  
 105 
P256.2 - Durée d’extinction de la dette de la collectivité  
(diffère du calcul comptable présenté précédemment. 
L’indicateur P25 6.2 = Encours total de la dette / 
Epargne brute annuelle)   
 
 0,84 années  
P257.0 – Taux d'impayés sur les factures d'eau de 
l'année précédente  
 2,11% pour les services exploités par 
la RESE  
P258.1 – Taux de réclamations  
  0,20 pour 1000 abonnés  
  "
727139,1364611,666179,"0,20",1778,1782,,Quelle est la valeur de P258.1? ,data(15).txt,"ère du calcul comptable présenté précédemment. 
L’indicateur P25 6.2 = Encours total de la dette / 
Epargne brute annuelle)   
 
 0,84 années  
P257.0 – Taux d'impayés sur les factures d'eau de 
l'année précédente  
 2,11% pour les services exploités par 
la RESE  
P258.1 – Taux de réclamations  
  0,20 pour 1000 abonnés  
  "
727142,1364616,666182,100% ,986,991,,Quel est la valeur de P101.1?,data(20).txt,"iques  7 0 7 0 
 
Le taux de conformité est calculé selon la formule suivante  : 
 
Cet indicateur est demandé si le service dessert plus de 5000 habitants ou produit plus de 1000 m3/jour. 
 
Analyses Taux de conformité 
exercice 2018 Taux de conformité 
exercice 2019 
Microbiologie (P101.1)  100 % 100% 
Paramètres physico -chimiques (P102.1)  100 % 100% 
 
3.2. Indice de connaissance et de gestion patrimoniale des réseaux 
(P103.2B)  
  
L’indice de connaissance et de gestion patrimoniale des réseaux d’eau potable a évolué en 2013 (indice modifié par 
arrêté du 2 décembre 2013). De nouvelles modal"
727140,1364614,666180,989,341,344,,"Quelle est la valeur de D101.1?
",data(18).txt,"vie (D101.1) 
  
Est ici considérée comme un habitant desservi toute personne – y compris les résidents saisonniers – domiciliée 
dans une zone où il existe à proximité une antenne du réseau public d’eau potable sur laquelle elle est ou peut être 
raccordée. 
Le service public d’eau potable dessert 989 habitants au 31/12/2019 (968 au 31/12/2018). 
 
1.4. Nombre d’abonnés 
  
Les abonnés domestiques et assimilés sont ceux redevables à l’agence de l’eau au titre de la pollution de l’eau 
d’origine domestique en application de l’article L213-10-3 du Code de l’environnement. 
 
Le service public d’ea"
727141,1364614,666181, 989,340,344,,Quelle est la valeur de l'estimation de population desservie? ,data(18).txt,"rvie (D101.1) 
  
Est ici considérée comme un habitant desservi toute personne – y compris les résidents saisonniers – domiciliée 
dans une zone où il existe à proximité une antenne du réseau public d’eau potable sur laquelle elle est ou peut être 
raccordée. 
Le service public d’eau potable dessert 989 habitants au 31/12/2019 (968 au 31/12/2018). 
 
1.4. Nombre d’abonnés 
  
Les abonnés domestiques et assimilés sont ceux redevables à l’agence de l’eau au titre de la pollution de l’eau 
d’origine domestique en application de l’article L213-10-3 du Code de l’environnement. 
 
Le service public d’ea"
727143,1364616,666183,100% ,986,991,,Quel est le taux de conformité en microbiologie? ,data(20).txt,"iques  7 0 7 0 
 
Le taux de conformité est calculé selon la formule suivante  : 
 
Cet indicateur est demandé si le service dessert plus de 5000 habitants ou produit plus de 1000 m3/jour. 
 
Analyses Taux de conformité 
exercice 2018 Taux de conformité 
exercice 2019 
Microbiologie (P101.1)  100 % 100% 
Paramètres physico -chimiques (P102.1)  100 % 100% 
 
3.2. Indice de connaissance et de gestion patrimoniale des réseaux 
(P103.2B)  
  
L’indice de connaissance et de gestion patrimoniale des réseaux d’eau potable a évolué en 2013 (indice modifié par 
arrêté du 2 décembre 2013). De nouvelles modal"
727121,1364611,666161,"3,33 ",539,544,,Quelle est la valeur de D204.0?,data(15).txt,"des eaux usées  
 18 
 
D203.0  – Quantité de boues issues des ouvrages 
d’épuration  
 3 893 T de MS  
 
Prix TTC du service au m³ pour 120 m³ (sans les 
abonnements)  
 2,30 € TTC/m3 pour un service 
exploité par la RESE  
D204.0 – Prix TTC du service au m³ pour 120 m³  
(avec les abonnements)  
 3,33 € TTC/m3 pour un service 
exploité par la RESE  
P201.1  – Taux de desserte par des réseaux de collecte 
des eaux usées  
 95,7 % 
P202.2 – Indice de connaissance et de gestion 
patrimoniale des réseaux de collecte des eaux usées  
 75 
P206.3 – Taux de boues issues des ouvrages 
d’épuration évacuée"
727112,1364610,666152," 2,285 m3/km/jour ",1309,1327,,Quel est l'indice linéaire des volumes non comptés ? ,data(14).txt,"x abonnés. Sa valeur et son évolution sont le reflet du déploiement de la 
politique de comptage aux points de livraison d es abonnés et de l'efficacité de la gestion du réseau.  
 
Pour l'année 20 21, l’indice linéaire des volumes non comptés est :  
 
1 593 135 – 1 277 878                        = 2,285 m3/km/jour  
             365 x 378 
"
727144,1364616,666184,100% ,1038,1043,,Quelle est la valeur de P102.1 ?,data(20).txt,"selon la formule suivante  : 
 
Cet indicateur est demandé si le service dessert plus de 5000 habitants ou produit plus de 1000 m3/jour. 
 
Analyses Taux de conformité 
exercice 2018 Taux de conformité 
exercice 2019 
Microbiologie (P101.1)  100 % 100% 
Paramètres physico -chimiques (P102.1)  100 % 100% 
 
3.2. Indice de connaissance et de gestion patrimoniale des réseaux 
(P103.2B)  
  
L’indice de connaissance et de gestion patrimoniale des réseaux d’eau potable a évolué en 2013 (indice modifié par 
arrêté du 2 décembre 2013). De nouvelles modalités de calcul ayant été définies, les valeurs d’ind"
727145,1364616,666185,100% ,1038,1043,,Quel est le taux de conformité des parmaètres physico-chimiques ? ,data(20).txt,"selon la formule suivante  : 
 
Cet indicateur est demandé si le service dessert plus de 5000 habitants ou produit plus de 1000 m3/jour. 
 
Analyses Taux de conformité 
exercice 2018 Taux de conformité 
exercice 2019 
Microbiologie (P101.1)  100 % 100% 
Paramètres physico -chimiques (P102.1)  100 % 100% 
 
3.2. Indice de connaissance et de gestion patrimoniale des réseaux 
(P103.2B)  
  
L’indice de connaissance et de gestion patrimoniale des réseaux d’eau potable a évolué en 2013 (indice modifié par 
arrêté du 2 décembre 2013). De nouvelles modalités de calcul ayant été définies, les valeurs d’ind"
726502,1364517,665606," 99,8 % ",974,982,,Quelle est la valeur de P101.1?,data.txt,"e prélèvements non conformes
Nombre de prélèvements réalisés 
Cet indicateur est demandé si le service dessert plus de 5 000 
habitants ou produit plus de 1 000 m3/jour. 
Les taux de conformité sur la Métropole en 2020 ont été 
calculés à partir de plus de 500 prélèvements et sont en moyenne de  :
• 99,8 % en terme de microbiologie• 100 % en terme de physico-chimie.La conformité de l’eau distribuée tient compte de :-  limites de qualité, qui sont des normes à respecter 
obligatoirement (absence de bactéries, taux de nitrates, 
pesticides, plomb…) ;
-  références de qualité, qui regroupent des indicate"
726504,1364517,665608, 100 %,1008,1014,,Quelle est la valeur de P101.2 ?,data.txt,"e de prélèvements réalisés 
Cet indicateur est demandé si le service dessert plus de 5 000 
habitants ou produit plus de 1 000 m3/jour. 
Les taux de conformité sur la Métropole en 2020 ont été 
calculés à partir de plus de 500 prélèvements et sont en moyenne de  :
• 99,8 % en terme de microbiologie• 100 % en terme de physico-chimie.La conformité de l’eau distribuée tient compte de :-  limites de qualité, qui sont des normes à respecter 
obligatoirement (absence de bactéries, taux de nitrates, 
pesticides, plomb…) ;
-  références de qualité, qui regroupent des indicateurs de 
qualité témoins du fonct"
726505,1364517,665609,107 ,4037,4041,,Quelle est la valeur de P103.2B,data.txt,"ort et de distribution d’eau potable (10 points), ni d’un inventaire descriptif des réseaux précisant la date de pose, les matériaux utilisés et les diamètres des canalisations (30 points). 
Pour la Métropole, cet indicateur varie de 70 à 120 points 
selon les communes, soit une moyenne pondérée de 107 
points sur 120, contre 97 sur 120 en 2019. Ces disparités d’une commune à l’autre s’expliquent notamment par le fait que l’ensemble des plans disponibles ne sont pas tous au même niveau de précision et de ﬁabilité des données. Le travail conséquent de vériﬁcation, d’intégration et de mise à jour da"
727123,1364611,666163,75 ,777,780,,Quelle est la valeur de P202.2?,data(15).txt," TTC du service au m³ pour 120 m³  
(avec les abonnements)  
 3,33 € TTC/m3 pour un service 
exploité par la RESE  
P201.1  – Taux de desserte par des réseaux de collecte 
des eaux usées  
 95,7 % 
P202.2 – Indice de connaissance et de gestion 
patrimoniale des réseaux de collecte des eaux usées  
 75 
P206.3 – Taux de boues issues des ouvrages 
d’épuration évacuées selon des filières conformes à la 
réglementation  
 100 %  
P207.0  – Montant des abandons de créa nce ou des 
versements à un fonds de solidarité  
 0,002 €/m3 
P251.1 – Taux de débordements d’effluents chez les 
usagers  
 0,0516 p"
727122,1364611,666162,"95,7",667,671,,Quelle est la valeur de P201.1? ,data(15).txt," m³ pour 120 m³ (sans les 
abonnements)  
 2,30 € TTC/m3 pour un service 
exploité par la RESE  
D204.0 – Prix TTC du service au m³ pour 120 m³  
(avec les abonnements)  
 3,33 € TTC/m3 pour un service 
exploité par la RESE  
P201.1  – Taux de desserte par des réseaux de collecte 
des eaux usées  
 95,7 % 
P202.2 – Indice de connaissance et de gestion 
patrimoniale des réseaux de collecte des eaux usées  
 75 
P206.3 – Taux de boues issues des ouvrages 
d’épuration évacuées selon des filières conformes à la 
réglementation  
 100 %  
P207.0  – Montant des abandons de créa nce ou des 
versements à "
727146,1364617,666186,"e 0,36%",840,847,,Quelle est la valeur de P107.2?,data(21).txt,"isées, même si un élément de canalisation a été remplacé. 
 
Exercice 2015 2016 2017 2018 2019 
Linéaire renouvelé en km    0 0.2 
 
Au cours des 5 dernières années, 0,2 km de linéaire de réseau ont été renouvelés. 
 
Pour l'année 2019, le taux moyen de renouvellement des réseaux d’eau potable est de 0,36% (0 en 2018). 
3.4. Indice d'avancement de protection des ressources en eau (P108.3) 
  
La réglementation définit une procédure particulière pour la protection des ressources en eau (captage, forage, etc.). 
En fonction de l'état d'avancement de la procédure, un indice est déterminé selon le barème"
726550,1364533,665651, 84 %,5788,5793,,Quelle est la valeur de P104.3?,data(1).txt,"ser par le consommateur. Cependant, ce chiﬀre est à relativiser car il est basé sur une moyenne des données connues. Or, en grande majorité, ce sont les communes les plus importantes et donc les plus urbaines qui renseignent cet indicateur.
* VC: volume consommé
Le rendement calculé est, en 2020, de 84 % en moyenne pour les 10 communes gérées par la Métropole, que ce soit en régie ou en délégation de service public, contre 81,3 % en 2019 et 80,5 % en 2018.
Plusieurs précisions sont à apporter :-Le rendement prend également en compte les achats et 
ventes d’eau vers des collectivités extérieures qui"
727147,1364617,666187," 0,36",841,846,,Quelle est la valeur du taux moyen de renouvellement des réseaux d'eau potable ?,data(21).txt,"sées, même si un élément de canalisation a été remplacé. 
 
Exercice 2015 2016 2017 2018 2019 
Linéaire renouvelé en km    0 0.2 
 
Au cours des 5 dernières années, 0,2 km de linéaire de réseau ont été renouvelés. 
 
Pour l'année 2019, le taux moyen de renouvellement des réseaux d’eau potable est de 0,36% (0 en 2018). 
3.4. Indice d'avancement de protection des ressources en eau (P108.3) 
  
La réglementation définit une procédure particulière pour la protection des ressources en eau (captage, forage, etc.). 
En fonction de l'état d'avancement de la procédure, un indice est déterminé selon le barèm"
726580,1364536,665678," 2,88",927,932,,Quelle est la valeur de P154.0 ?,data(4).txt,"r s’eﬀectue comme suit :
Montant d'impayés au titre de l'année précédente 
tel que connu au 31 décembre de l'année en cours
Chiﬀre d'aﬀaire TTC (hors travaux) 
au titre de l'année précédente
Pour les communes gérées en régie, ces données relèvent 
du Trésor Public et font état d’un taux d’impayés de 2,88 % 
sur le budget eau. A noter que ce chiﬀre prend en compte l’ensemble des produits à recouvrer et non uniquement les factures de vente d’eau comme le prévoit la réglementation. La moyenne nationale 2018 s’établit à 1,83 % .
TAUX DE RÉCLAMATIONS /parenleft.caseP155.1/parenright.case
Cet indicateur "
726557,1364534,665657,"8,9",1233,1236,,Quelle est la valeur de P105.3,data(2).txt,"et de l'eﬃcacité de la gestion du réseau.
Le calcul de cet indicateur s’eﬀectue comme suit :
Indice linéaire des volumes non comptés  
(m³ / km / jour) =
Volume mis en distribution  -  Volume comptabilisé
Longueur du réseau (hors branchements) x 365 ou 366
La valeur moyenne pour la Métropole est de 8,9 m³/km /
jour contre 10,2 m³/km /jour en 2019, en légère amélioration.A titre d’information, la moyenne en France en 2018 était de 
3,5 m³ / km / jour.
INDICE LINÉAIRE  DE PERTES  
EN RÉSEAU /parenleft.caseP106.3/parenright.case
L'indice linéaire des pertes en réseau évalue, en les rapportant à la l"
726561,1364534,665661,"  8,0",2570,2575,,Quelle est la valeur de P106.3,data(2).txt,"ibles de l’étanchéité d’un réseau...). Une grille de lecture permettant de décrypter les résultats d’un indice linéaire de pertes en terme de performance pour les diﬀérentes catégories de collectivités suivantes a été mise au point par les Agences de l’Eau :La valeur moyenne pour la Métropole est de  8,0 m
3 / km / jour contre 9,5 m3 / km / jour en 2019, en légère 
amélioration, ce qui donne, pour un réseau « intermédiaire » (46 abonnés par km de réseau), un qualiﬁcatif de « moyen», à nuancer selon les secteurs.
* D représente la densité linéaire d'abonnés exprimée en nombre d'abonnés / km de résea"
726565,1364534,665664,"0,6",3835,3838,,Quelle est la valeur de P107.2,data(2).txt,"Métropole 
est compétente en eau potable depuis 2017 seulement, cet indicateur a été calculé en prenant en compte le linéaire renouvelé sur les 4 dernières années (2017- 2018 – 2019 - 2020). Ainsi, 27,6 kilomètres ont été renouvelés sur 
ces 4 années, soit un taux de renouvellement de 0,6 % (contre 0,6 % en 2019). Le taux de renouvellement moyen en France s’établit en 2018 à 0,63 % (sur 5 ans).
Quelques exemples de travaux menés en 2020 sont cités dans le paragraphe Principaux investissements 2020.Type selon
D(*)Rural
(D < 25)Intermédiaire
(25 ≤ D < 50)Urbain
(50 ≤ D)
Très bon ILP < 1,5 ILP < 3 I"
726581,1364536,665679,"1,2",1730,1733,,Qu'elle est la valeur de l'indicateur P155.1 ?,data(4).txt," y compris celles qui sont liées au règlement de service).
Le calcul de cet indicateur s’eﬀectue comme suit :
Nombre de réclamations (hors prix) laissant  
une trace écrite
Nombre total d'abonnés du service
Pour cette année 2019, le taux de réclamations pour les 
communes en régie est de l’ordre de 1,2 pour 1000 
abonnés (50 réclamations écrites) contre 0,8 pour 1000 abonnés en 2019 (30 réclamations écrites). La moyenne nationale 2018 s’établit à 3,4 réclamations pour 1000 abonnés .
FINANCEMENT  
DES INVESTISSEMENTS
PRINCIPAUX INVESTISSEMENTS 2020
Les dépenses d'investissement 2020 s'élèvent  
9,"
726584,1364536,665682,"6,2 ",4588,4592,,Quelle est la valeur de l'indicateur P153.2?,data(4).txt,"la totalité de l'autoﬁnancement dégagé par le service ou épargne brute annuelle (recettes réelles – dépenses réelles).
Le calcul de cet indicateur s’eﬀectue comme suit :
Encours de la dette au 31 décembre de l'exercice
Epargne brute annuelle
Pour l'année 2019, la durée d’extinction de la dette est 
6,2 ans contre 7,7 ans en 2019 (budget annexe de l’eau 
potable).x 1000
x 100
x 1000x 100"
726595,1364538,665693,"0,0018€ / m³",799,811,,Quelle est la valeur de P109.0?,data(5).txt,"ale et des familles (Fonds de Solidarité Logement, par exemple) pour aider les personnes en diﬃculté,
•  les abandons de créance à caractère social liées aux 
factures d’eau votés au cours de l'année par l'assemblée délibérante de la collectivité.
En 2020, cet indicateur se chiﬀre à 21 319 € (soit 
0,0018€ / m³ comptabilisé), répartis comme suit :
• 18 567,91 € au titre des abandons de créances,
•  2 751 € au titre du FSL (16 foyers aidés pour l’ensemble 
de la Métropole).
La moyenne nationale 2018 est de 0,005 € / m³ comptabilisé.
OPÉRATIONS DE COOPÉRATION 
DÉCENTRALISÉE
La loi ""Oudin-Santini"" du 9 févri"
726571,1364535,665670,80,2408,2410,,Quelle est la valeur de P108.3,data(3).txt,"ges, il est nécessaire de poursuivre la procédure de mise en place des périmètres de protection du site avec l’ouverture d’une enquête publique en vue de la déclaration d’utilité publique.
L’indice global d’avancement de la protection des ressources utilisées pour Clermont Auvergne Métropole est de 80 % pour les communes gérées en régie et 72 
% si l’on prend en compte les communes gérées en délégation de service public, contre respectivement 84% et 76% en 2019. Ces variations peuvent s’expliquer par le mode de calcul qui prend en compte le poids de chaque ressource dans la production qui varie "
726671,1364559,665741,43,2330,2332,,Combien y a t-il de points noirs du réseau de collecte? ,data(10).txt,"rité, etc.).
Sont à prendre en compte les interventions sur les parties 
publiques des branchements et – si l'intervention est liée à un défaut situé sur le réseau public – dans les parties privatives des usagers.
Pour l'exercice 2020, on dénombre, sur le territoire géré en 
régie par la Métropole, 43 points noirs (rues ou quartiers), 
soit 4 points noirs par 100 km de réseau.   
La moyenne nationale 2017 est de 5,1 points noirs pour  
100 km de réseau.
• Aubière : avenue de Cournon, secteur du ciné-dôme, rue 
de l'Industrie, place des Ramacles, poste de refoulement des Ribes ;
• Beaumont : quar"
727042,1364592,666082, 232 863 ,112,121,,Quel est le nombre d'abonnés? ,data(12).txt,"114
VI - 4 – Nombre d’abonnés
Le nombre d’abonnés alimentés par la Collectivité Eau du Bassin Rennais représente 232 863 
abonnés, dont 41   % à Rennes et St-Jacques-de-la-lande. Ce taux est plus faible que la proportion 
d’habitants à Rennes-St-Jacques (44 %) car une part importante des logements rennais n’est pas dotée 
de compteurs individualisés publics.  
L’augmentation du nombre d’abonnés au service, +3,3 % (+ 7"
727124,1364611,666164, 75 ,776,780,,Quel est l'indice de connaissance et de gestion patrimoniale des réseaux de collecte des eaux usées ?,data(15).txt,"x TTC du service au m³ pour 120 m³  
(avec les abonnements)  
 3,33 € TTC/m3 pour un service 
exploité par la RESE  
P201.1  – Taux de desserte par des réseaux de collecte 
des eaux usées  
 95,7 % 
P202.2 – Indice de connaissance et de gestion 
patrimoniale des réseaux de collecte des eaux usées  
 75 
P206.3 – Taux de boues issues des ouvrages 
d’épuration évacuées selon des filières conformes à la 
réglementation  
 100 %  
P207.0  – Montant des abandons de créa nce ou des 
versements à un fonds de solidarité  
 0,002 €/m3 
P251.1 – Taux de débordements d’effluents chez les 
usagers  
 0,0516 p"
727148,1364617,666188,100 %,1928,1933,,Quelle est la valeur de P108.3?,data(21).txt,"ublics d'eau potable  ou de ressources multiples, l'indicateur est établi 
pour chaque ressource et une valeur globale est calculée en pondérant chaque indicateur par les volumes annuels 
d'eau produits ou achetés. 
 
Pour l'année 2019, l'indice global d'avancement de protection de la ressource est 100 %  (100 % en 2018). 
Financement des investissements. "
726627,1364534,665710,"8,9",1233,1236,,quelle est la valeur de l'indice linéaire des volumes non comptés,data(2).txt,"et de l'eﬃcacité de la gestion du réseau.
Le calcul de cet indicateur s’eﬀectue comme suit :
Indice linéaire des volumes non comptés  
(m³ / km / jour) =
Volume mis en distribution  -  Volume comptabilisé
Longueur du réseau (hors branchements) x 365 ou 366
La valeur moyenne pour la Métropole est de 8,9 m³/km /
jour contre 10,2 m³/km /jour en 2019, en légère amélioration.A titre d’information, la moyenne en France en 2018 était de 
3,5 m³ / km / jour.
INDICE LINÉAIRE  DE PERTES  
EN RÉSEAU /parenleft.caseP106.3/parenright.case
L'indice linéaire des pertes en réseau évalue, en les rapportant à la l"
